mask_path,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_10_10.tif,,,,,,,,,,,,65536.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_10_11.tif,,,,,,,,,,,,64677.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_10_12.tif,,,,,,,,,,,,44205.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_10_5.tif,,,,22468.0,,,27513.0,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_10_6.tif,,,,29158.0,,,17505.0,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_10_7.tif,,,,32392.0,,,9104.0,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_10_8.tif,,,,26022.0,,,6480.0,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_10_9.tif,,,,6729.0,,,1385.0,,,,,10891.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_11_10.tif,,,,,,,,,,,,19632.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_11_11.tif,,,,,,,,,,,,3835.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_2_11.tif,,,,260.0,,,,,,,,,,,,,,,12867.0,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_2_12.tif,,,,2801.0,,,,,,,,,,,,,12291.0,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_2_13.tif,,,,,,,,,,,,,,,,,2283.0,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_3_10.tif,,,,,,,3663.0,,,,,,,,,,,,35363.0,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_3_11.tif,,,,,,,8300.0,,,,,,,,,,,,43306.0,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_3_13.tif,,,,24517.0,,,,,,,,,,,,,37929.0,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_3_14.tif,,,,14417.0,,,,,,,,,,,,,13611.0,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_3_9.tif,,,,,,,,,,,,,,,,,,,12185.0,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_4_10.tif,32287.0,,,,,,32843.0,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_4_11.tif,42557.0,,,,,,11591.0,,,,,,,10928.0,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_4_12.tif,,,,37596.0,,,,,,,,6613.0,,8178.0,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_4_13.tif,,,,6901.0,,,,,,,,34663.0,,11741.0,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_4_14.tif,,,,11172.0,,,8475.0,,,,,15756.0,,9269.0,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_4_7.tif,,,,,,,34236.0,,,,,,,,,,,,2345.0,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_4_8.tif,,,,,,,38025.0,,,,,,,,,,,,17623.0,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_4_9.tif,127.0,,,,,,51914.0,,,,,,,,,,,,5400.0,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_10.tif,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_11.tif,45843.0,,,10233.0,,,,,,,,,,2249.0,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_12.tif,,,,38211.0,,,,,,,,25629.0,,30.0,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_13.tif,,,,,,,,,,,,65536.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_14.tif,,,,,,,10286.0,,,,,55241.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_15.tif,,,,,,,14049.0,,,,,120.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_5.tif,,,,,,,18817.0,,,,,,,,,,,,,14217.0,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_6.tif,,,,,,,65536.0,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_7.tif,,,,,,,65536.0,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_8.tif,8102.0,,,,,,57434.0,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_10.tif,22509.0,,,39211.0,,,,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_11.tif,5840.0,,,34846.0,,,,,,,,,,,,,,,,19444.0,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_12.tif,,,,56455.0,,,,,,,,9081.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_13.tif,,,,,,,,,,,,65536.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_14.tif,,,,,,,,,,,,65536.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_15.tif,,,,,,,27063.0,,,,,18013.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_4.tif,,,,,,,61459.0,,,,,,,,,,,,,4025.0,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_5.tif,,,,,,,54229.0,,,,,,,,,,,,,11307.0,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_6.tif,,,,,,,65536.0,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_7.tif,,,,,,,65536.0,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_8.tif,51137.0,,,3158.0,,,11241.0,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_9.tif,42091.0,,,23445.0,,,,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_10.tif,,,,59459.0,,,,,,,,,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_12.tif,,,,59896.0,,,,4303.0,,,,1337.0,,,,,,,,,,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_13.tif,,,,20.0,,,10652.0,17386.0,,,,37478.0,,,,,,,,,,,,,,
